fold_1,fold_2,fold_3,fold_4,fold_5
TSPAN1|10103,TSIX|9383,TSPAN1|10103,TSPAN1|10103,TSPAN8|7103
TSPAN8|7103,TSPAN1|10103,TSPAN8|7103,TSPAN8|7103,TTC36|143941
TTC36|143941,TSPAN8|7103,TTC36|143941,TTC36|143941,TTLL6|284076
TTLL6|284076,TTC36|143941,TTLL6|284076,TTLL6|284076,TTR|7276
TTR|7276,TTLL6|284076,TTR|7276,TTR|7276,TTTY15|64595
TTTY15|64595,TTR|7276,TTTY15|64595,TTTY15|64595,TUBA3D|113457
TUBA3D|113457,TTTY15|64595,TUBA3D|113457,TUBA3D|113457,TUBA3E|112714
TUBA3E|112714,TUBA3D|113457,TUBA3E|112714,TUBA3E|112714,TUBA4B|80086
TUBA4B|80086,TUBA3E|112714,TUBAL3|79861,TUBA4B|80086,TUBAL3|79861
TUBAL3|79861,TUBAL3|79861,TUBB2B|347733,TUBAL3|79861,TUBB2B|347733
TUBB2B|347733,TUBB2B|347733,TUBBP5|643224,TUBB2B|347733,TUBBP5|643224
TUBBP5|643224,TUBBP5|643224,TUSC5|286753,TUBBP5|643224,TUSC5|286753
TUSC5|286753,TUSC5|286753,TYRP1|7306,TUSC5|286753,TYRP1|7306
TYRP1|7306,TYRP1|7306,UBD|10537,TYRP1|7306,UBD|10537
UBD|10537,UBD|10537,UCA1|652995,UBD|10537,UCA1|652995
UCA1|652995,UCA1|652995,UCHL1|7345,UCA1|652995,UCHL1|7345
UCHL1|7345,UCHL1|7345,UGT1A10|54575,UCHL1|7345,UGT1A10|54575
UGT1A10|54575,UGT1A10|54575,UGT1A1|54658,UGT1A10|54575,UGT1A1|54658
UGT1A1|54658,UGT1A1|54658,UGT1A3|54659,UGT1A1|54658,UGT1A3|54659
UGT1A3|54659,UGT1A3|54659,UGT1A6|54578,UGT1A3|54659,UGT1A6|54578
UGT1A6|54578,UGT1A6|54578,UGT1A8|54576,UGT1A6|54578,UGT1A8|54576
UGT1A8|54576,UGT1A8|54576,UGT1A9|54600,UGT1A8|54576,UGT1A9|54600
UGT1A9|54600,UGT1A9|54600,UGT2A3|79799,UGT1A9|54600,UGT2A3|79799
UGT2A3|79799,UGT2A3|79799,UGT2B11|10720,UGT2A3|79799,UGT2B11|10720
UGT2B11|10720,UGT2B11|10720,UGT2B15|7366,UGT2B11|10720,UGT2B15|7366
UGT2B15|7366,UGT2B15|7366,UGT2B4|7363,UGT2B15|7366,UGT2B4|7363
UGT2B4|7363,UGT2B4|7363,UGT2B7|7364,UGT2B4|7363,UGT2B7|7364
UGT2B7|7364,UGT2B7|7364,UGT3A1|133688,UGT2B7|7364,UGT3A1|133688
UGT3A1|133688,UGT3A1|133688,UGT8|7368,UGT3A1|133688,UGT8|7368
UGT8|7368,UGT8|7368,UMODL1|89766,UGT8|7368,UMODL1|89766
UMODL1|89766,UMODL1|89766,UMOD|7369,UMODL1|89766,UNC5A|90249
UNC5A|90249,UNC5A|90249,UNC5A|90249,UNC5A|90249,UNC5CL|222643
UNC5CL|222643,UNC5CL|222643,UNC5CL|222643,UNC5CL|222643,UNC5D|137970
UNC5D|137970,UNC5D|137970,UNC5D|137970,UNC5D|137970,UNC80|285175
UNC80|285175,UNC80|285175,UNC80|285175,UNC80|285175,UNC93A|54346
UNC93A|54346,UNC93A|54346,UNC93A|54346,UNC93A|54346,UPB1|51733
UPB1|51733,UPB1|51733,UPB1|51733,UPB1|51733,UPK1A|11045
UPK1A|11045,UPK1A|11045,UPK1A|11045,UPK1A|11045,UPK1B|7348
UPK1B|7348,UPK1B|7348,UPK1B|7348,UPK1B|7348,UPK3A|7380
UPK3A|7380,UPK3A|7380,UPK3A|7380,UPK3A|7380,USH1C|10083
USH1C|10083,USH1C|10083,USH1C|10083,USH1C|10083,USP9Y|8287
USP9Y|8287,USP9Y|8287,USP9Y|8287,USP9Y|8287,UTY|7404
UTY|7404,UTY|7404,UTY|7404,UTY|7404,VAV3|10451
VAV3|10451,VAV3|10451,VAV3|10451,VAV3|10451,VCAM1|7412
VCAM1|7412,VCAM1|7412,VCAM1|7412,VCAM1|7412,VEPH1|79674
VEPH1|79674,VEPH1|79674,VEPH1|79674,VEPH1|79674,VGF|7425
VGF|7425,VGF|7425,VGF|7425,VGF|7425,VGLL1|51442
VGLL1|51442,VGLL1|51442,VGLL1|51442,VGLL1|51442,VIL1|7429
VIL1|7429,VIL1|7429,VIL1|7429,VIL1|7429,VIPR1|7433
VIPR1|7433,VIPR1|7433,VIPR1|7433,VIPR1|7433,VIPR2|7434
VIPR2|7434,VIPR2|7434,VIPR2|7434,VIPR2|7434,VIT|5212
VIT|5212,VIT|5212,VIT|5212,VIT|5212,VNN1|8876
VNN1|8876,VNN1|8876,VNN1|8876,VNN1|8876,VSIG1|340547
VSIG1|340547,VSIG1|340547,VSIG1|340547,VSIG1|340547,VSIG2|23584
VSIG2|23584,VSIG2|23584,VSIG2|23584,VSIG2|23584,VSNL1|7447
VSNL1|7447,VSNL1|7447,VSNL1|7447,VSNL1|7447,VSTM2A|222008
VSTM2A|222008,VSTM2A|222008,VSTM2A|222008,VSTM2A|222008,VSTM2L|128434
VSTM2L|128434,VSTM2L|128434,VSTM2L|128434,VSTM2L|128434,VTCN1|79679
VTCN1|79679,VTCN1|79679,VTCN1|79679,VTCN1|79679,VWA2|340706
VWA2|340706,VWA2|340706,VWA2|340706,VWA2|340706,VWDE|221806
VWCE|220001,VWCE|220001,VWCE|220001,VWDE|221806,WBSCR17|64409
VWDE|221806,VWDE|221806,VWDE|221806,WBSCR17|64409,WDR17|116966
WBSCR17|64409,WBSCR17|64409,WBSCR17|64409,WDR17|116966,WDR72|256764
WDR17|116966,WDR17|116966,WDR17|116966,WDR72|256764,WFDC2|10406
WDR72|256764,WDR72|256764,WDR72|256764,WFDC2|10406,WIF1|11197
WFDC2|10406,WFDC2|10406,WFDC2|10406,WIF1|11197,WISP2|8839
WIF1|11197,WIF1|11197,WIF1|11197,WISP2|8839,WISP3|8838
WISP2|8839,WISP2|8839,WISP2|8839,WISP3|8838,WNK2|65268
WISP3|8838,WISP3|8838,WNK2|65268,WNK2|65268,WNK4|65266
WNK2|65268,WNK2|65268,WNK4|65266,WNK4|65266,WNT11|7481
WNK4|65266,WNK4|65266,WNT11|7481,WNT11|7481,WNT2|7472
WNT11|7481,WNT11|7481,WNT2|7472,WNT2|7472,WNT4|54361
WNT2|7472,WNT2|7472,WNT4|54361,WNT4|54361,WNT7B|7477
WNT4|54361,WNT4|54361,WNT7B|7477,WNT7B|7477,WSCD2|9671
WNT7B|7477,WNT7B|7477,WT1|7490,WSCD2|9671,WT1|7490
WSCD2|9671,WSCD2|9671,XAGE1D|9503,WT1|7490,XAGE1D|9503
WT1|7490,WT1|7490,XDH|7498,XAGE1D|9503,XDH|7498
XAGE1D|9503,XAGE1D|9503,XG|7499,XDH|7498,XG|7499
XDH|7498,XDH|7498,XIST|7503,XG|7499,XIST|7503
XG|7499,XG|7499,XKRX|402415,XIST|7503,XKRX|402415
XIST|7503,XIST|7503,XK|7504,XKRX|402415,XK|7504
XKRX|402415,XKRX|402415,XPNPEP2|7512,XK|7504,XPNPEP2|7512
XK|7504,XK|7504,YBX2|51087,XPNPEP2|7512,YBX2|51087
XPNPEP2|7512,XPNPEP2|7512,ZBTB16|7704,YBX2|51087,ZBTB16|7704
YBX2|51087,YBX2|51087,ZDHHC8P1|150244,ZBTB16|7704,ZDHHC8P1|150244
ZBTB16|7704,ZBTB16|7704,ZFP57|346171,ZDHHC8P1|150244,ZFP57|346171
ZDHHC8P1|150244,ZDHHC8P1|150244,ZFY|7544,ZFP57|346171,ZFY|7544
ZFP57|346171,ZFP57|346171,ZG16B|124220,ZFY|7544,ZG16B|124220
ZFY|7544,ZFY|7544,ZG16|653808,ZG16B|124220,ZG16|653808
ZG16B|124220,ZG16B|124220,ZIC1|7545,ZG16|653808,ZIC1|7545
ZIC1|7545,ZG16|653808,ZIC2|7546,ZIC1|7545,ZIC2|7546
ZIC2|7546,ZIC1|7545,ZIC5|85416,ZIC2|7546,ZIC5|85416
ZIC5|85416,ZIC2|7546,ZMAT4|79698,ZIC5|85416,ZMAT4|79698
ZMAT4|79698,ZIC5|85416,ZMYND10|51364,ZMAT4|79698,ZMYND10|51364
ZMYND10|51364,ZMAT4|79698,ZNF385B|151126,ZMYND10|51364,ZNF385B|151126
ZNF385B|151126,ZMYND10|51364,ZNF750|79755,ZNF385B|151126,ZNF750|79755
ZNF750|79755,ZNF385B|151126,ZNF826|664701,ZNF750|79755,ZNF826|664701
ZNHIT2|741,ZNF750|79755,ZNHIT2|741,ZNF826|664701,ZNHIT2|741
ZYG11A|440590,ZNHIT2|741,ZYG11A|440590,ZNHIT2|741,ZYG11A|440590
psiTPTE22|387590,ZYG11A|440590,psiTPTE22|387590,ZYG11A|440590,psiTPTE22|387590
